entregador_id,semana_id,missao_id,meta_atingida,bonus_pago
116,9,1,True,40.0
116,10,1,True,40.0
116,11,1,True,40.0
116,12,1,True,40.0
117,5,2,True,90.0
117,6,2,True,90.0
117,7,2,True,90.0
117,8,2,True,90.0
117,9,2,True,90.0
117,10,2,True,90.0
117,11,2,True,90.0
117,12,2,True,90.0
118,5,1,True,40.0
118,6,1,False,0.0
118,7,1,True,40.0
118,8,1,True,40.0
118,9,1,True,40.0
118,10,1,False,0.0
118,11,1,True,40.0
118,12,1,True,40.0
121,5,1,True,40.0
121,6,1,True,40.0
121,7,1,True,40.0
121,8,1,True,40.0
121,9,1,True,40.0
121,10,1,True,40.0
121,11,1,True,40.0
121,12,1,True,40.0
130,5,1,True,40.0
130,6,1,True,40.0
130,7,1,True,40.0
130,8,1,True,40.0
130,9,1,True,40.0
132,5,1,True,40.0
132,6,1,True,40.0
132,7,1,True,40.0
132,8,1,True,40.0
132,9,1,True,40.0
132,10,1,True,40.0
132,11,1,True,40.0
132,12,1,True,40.0
133,5,1,True,40.0
133,6,1,True,40.0
133,7,1,True,40.0
133,8,1,True,40.0
133,9,1,True,40.0
133,10,1,False,0.0
133,11,1,True,40.0
133,12,1,True,40.0
135,5,1,True,40.0
135,6,1,True,40.0
135,7,1,True,40.0
135,8,1,True,40.0
135,9,1,True,40.0
135,10,1,True,40.0
135,11,1,True,40.0
135,12,1,True,40.0
137,5,1,True,40.0
137,6,1,True,40.0
137,7,1,True,40.0
137,8,1,True,40.0
137,9,1,True,40.0
137,10,1,True,40.0
137,11,1,True,40.0
137,12,1,True,40.0
139,5,1,True,40.0
139,6,1,True,40.0
139,7,2,True,90.0
139,8,2,True,90.0
139,9,2,True,90.0
139,10,2,False,0.0
139,11,2,True,90.0
139,12,2,True,90.0
143,5,2,True,90.0
143,6,2,True,90.0
143,7,2,True,90.0
143,8,2,True,90.0
143,9,2,True,90.0
143,10,2,True,90.0
143,11,2,False,0.0
143,12,2,True,90.0
144,5,1,True,40.0
144,6,1,True,40.0
144,7,1,True,40.0
144,8,1,True,40.0
144,9,1,True,40.0
144,10,1,True,40.0
144,11,1,True,40.0
144,12,1,True,40.0
148,5,1,True,40.0
148,6,1,True,40.0
148,7,1,True,40.0
148,8,1,True,40.0
148,9,1,True,40.0
148,10,1,True,40.0
148,11,1,True,40.0
148,12,1,True,40.0
151,5,1,True,40.0
151,6,1,True,40.0
151,7,1,True,40.0
151,8,1,True,40.0
151,9,1,True,40.0
151,10,1,True,40.0
151,11,1,True,40.0
151,12,1,True,40.0
152,5,1,True,40.0
152,6,1,True,40.0
152,7,2,False,0.0
152,8,2,True,90.0
152,9,2,False,0.0
152,10,2,False,0.0
152,11,2,False,0.0
152,12,2,True,90.0
154,5,1,True,40.0
154,6,1,False,0.0
154,7,1,False,0.0
154,8,1,False,0.0
154,9,1,False,0.0
154,10,1,False,0.0
154,11,1,True,40.0
154,12,1,False,0.0
156,5,1,True,40.0
156,6,1,True,40.0
156,7,1,True,40.0
156,8,1,True,40.0
156,9,1,True,40.0
156,10,1,True,40.0
156,11,1,True,40.0
156,12,1,True,40.0
159,5,1,True,40.0
159,6,1,True,40.0
159,7,1,True,40.0
159,8,1,True,40.0
159,9,1,True,40.0
159,10,1,True,40.0
159,11,1,True,40.0
159,12,1,True,40.0
160,5,1,False,0.0
160,6,1,False,0.0
160,7,1,False,0.0
160,8,1,False,0.0
160,9,1,False,0.0
160,10,1,True,40.0
160,11,1,False,0.0
160,12,1,False,0.0
165,5,1,True,40.0
167,5,2,False,0.0
167,6,2,True,90.0
167,7,2,True,90.0
167,8,2,True,90.0
167,9,2,True,90.0
167,10,2,True,90.0
167,11,2,True,90.0
167,12,2,True,90.0
168,5,1,True,40.0
168,6,1,True,40.0
168,7,1,True,40.0
168,8,1,True,40.0
168,9,1,True,40.0
168,10,1,True,40.0
168,11,1,True,40.0
168,12,1,True,40.0
170,5,1,True,40.0
170,6,1,True,40.0
170,7,2,True,90.0
170,8,2,False,0.0
170,9,2,False,0.0
170,10,2,True,90.0
170,11,2,False,0.0
170,12,2,False,0.0
172,5,1,True,40.0
172,6,1,True,40.0
172,7,1,True,40.0
172,8,1,True,40.0
172,9,1,True,40.0
172,10,1,True,40.0
172,11,1,True,40.0
172,12,1,True,40.0
174,5,1,True,40.0
174,6,1,True,40.0
174,7,1,True,40.0
174,8,1,True,40.0
174,9,1,True,40.0
174,10,1,True,40.0
174,11,1,True,40.0
174,12,1,False,0.0
178,5,1,False,0.0
178,6,1,False,0.0
178,7,1,True,40.0
178,8,1,False,0.0
178,9,1,False,0.0
178,10,1,True,40.0
178,11,1,False,0.0
178,12,1,True,40.0
179,5,1,True,40.0
179,6,1,False,0.0
179,7,1,True,40.0
179,8,1,True,40.0
179,9,1,True,40.0
179,10,1,True,40.0
179,11,1,True,40.0
179,12,1,True,40.0
180,5,2,True,90.0
180,6,2,True,90.0
180,7,2,True,90.0
180,8,2,True,90.0
180,9,2,True,90.0
180,10,2,True,90.0
180,11,2,True,90.0
180,12,2,True,90.0
181,5,1,True,40.0
181,6,1,True,40.0
181,7,1,True,40.0
181,8,1,True,40.0
181,9,1,True,40.0
181,10,1,True,40.0
181,11,1,True,40.0
181,12,1,True,40.0
182,5,1,True,40.0
182,6,2,True,90.0
182,7,2,True,90.0
182,8,2,True,90.0
182,9,2,True,90.0
182,10,2,True,90.0
182,11,2,True,90.0
182,12,2,True,90.0
183,5,1,True,40.0
183,6,1,True,40.0
183,7,1,True,40.0
183,8,1,True,40.0
183,9,1,True,40.0
183,10,1,True,40.0
183,11,1,True,40.0
183,12,1,True,40.0
185,5,2,True,90.0
185,6,2,True,90.0
185,7,2,True,90.0
185,8,2,True,90.0
185,9,2,True,90.0
185,10,2,True,90.0
185,11,2,True,90.0
185,12,2,True,90.0
186,5,1,True,40.0
186,6,1,True,40.0
186,7,1,True,40.0
194,5,1,True,40.0
194,6,1,True,40.0
194,7,1,True,40.0
194,8,1,True,40.0
194,9,1,True,40.0
194,10,1,True,40.0
194,11,1,True,40.0
194,12,1,True,40.0
198,5,1,True,40.0
198,6,1,True,40.0
198,7,2,True,90.0
198,8,2,True,90.0
198,9,2,True,90.0
198,10,2,True,90.0
198,11,2,False,0.0
198,12,2,False,0.0
201,5,1,True,40.0
201,6,1,True,40.0
201,7,1,True,40.0
201,8,1,True,40.0
201,9,1,True,40.0
201,10,1,True,40.0
201,11,1,True,40.0
201,12,1,True,40.0
202,5,1,True,40.0
202,6,1,True,40.0
202,7,1,True,40.0
202,8,1,True,40.0
202,9,1,True,40.0
202,10,1,True,40.0
202,11,1,True,40.0
202,12,1,True,40.0
203,5,1,True,40.0
203,6,1,True,40.0
203,7,1,True,40.0
203,8,1,True,40.0
203,9,1,True,40.0
203,10,1,True,40.0
203,11,1,True,40.0
208,5,1,True,40.0
208,6,1,True,40.0
208,7,1,True,40.0
208,8,1,True,40.0
208,9,1,True,40.0
208,10,1,True,40.0
208,11,1,True,40.0
208,12,1,True,40.0
211,5,1,True,40.0
211,6,1,True,40.0
211,7,1,True,40.0
211,8,1,True,40.0
211,9,1,True,40.0
211,10,1,True,40.0
211,11,1,True,40.0
211,12,1,True,40.0
212,5,1,True,40.0
212,6,1,True,40.0
212,7,1,True,40.0
212,8,1,True,40.0
212,9,1,True,40.0
212,10,1,True,40.0
212,11,1,True,40.0
212,12,1,True,40.0
215,5,1,False,0.0
215,6,1,True,40.0
215,7,1,True,40.0
215,8,1,True,40.0
216,5,1,True,40.0
216,6,1,False,0.0
216,7,1,True,40.0
216,8,1,False,0.0
216,9,1,True,40.0
216,10,1,True,40.0
216,11,1,True,40.0
216,12,1,True,40.0
219,5,1,True,40.0
219,6,1,False,0.0
219,7,1,False,0.0
219,8,1,True,40.0
219,9,1,False,0.0
219,10,1,True,40.0
219,11,1,False,0.0
219,12,1,False,0.0
223,5,1,True,40.0
223,6,1,True,40.0
223,7,2,False,0.0
223,8,2,False,0.0
223,9,2,False,0.0
223,10,2,True,90.0
223,11,2,False,0.0
223,12,2,False,0.0
224,5,1,True,40.0
224,6,1,True,40.0
224,7,1,True,40.0
224,8,1,True,40.0
224,9,1,True,40.0
224,10,1,True,40.0
224,11,1,True,40.0
224,12,1,True,40.0
226,5,1,False,0.0
226,6,1,True,40.0
226,7,1,False,0.0
226,8,1,False,0.0
226,9,1,False,0.0
226,10,1,False,0.0
226,11,1,True,40.0
226,12,1,True,40.0
228,5,1,True,40.0
228,6,2,False,0.0
228,7,2,False,0.0
228,8,2,True,90.0
228,9,2,False,0.0
228,10,2,True,90.0
228,11,2,True,90.0
228,12,2,True,90.0
229,5,1,True,40.0
229,6,1,True,40.0
229,7,1,True,40.0
229,8,1,True,40.0
229,9,1,True,40.0
229,10,1,True,40.0
229,11,1,True,40.0
229,12,1,True,40.0
233,5,1,True,40.0
233,6,1,True,40.0
233,7,1,True,40.0
233,8,1,True,40.0
235,5,1,True,40.0
235,6,1,True,40.0
235,7,1,True,40.0
235,8,1,True,40.0
235,9,1,True,40.0
235,10,1,True,40.0
235,11,1,True,40.0
235,12,1,True,40.0
238,5,1,True,40.0
238,6,1,True,40.0
238,7,1,True,40.0
238,8,1,True,40.0
238,9,1,True,40.0
238,10,1,True,40.0
238,11,1,True,40.0
238,12,1,True,40.0
241,5,1,True,40.0
241,6,1,True,40.0
241,7,1,True,40.0
241,8,1,True,40.0
241,9,1,True,40.0
241,10,1,True,40.0
241,11,1,True,40.0
242,5,2,True,90.0
245,5,1,True,40.0
245,6,1,True,40.0
245,7,1,True,40.0
245,8,1,True,40.0
246,5,2,True,90.0
246,6,2,False,0.0
246,7,2,True,90.0
246,8,2,True,90.0
246,9,2,True,90.0
246,10,2,True,90.0
246,11,2,True,90.0
246,12,2,True,90.0
247,5,1,True,40.0
251,5,1,True,40.0
251,6,1,True,40.0
251,7,1,True,40.0
251,8,1,True,40.0
251,9,1,True,40.0
251,10,1,True,40.0
251,11,1,True,40.0
251,12,1,True,40.0
252,5,1,True,40.0
252,6,1,True,40.0
252,7,1,True,40.0
256,5,1,True,40.0
256,6,1,True,40.0
256,7,2,True,90.0
256,8,2,True,90.0
256,9,2,True,90.0
256,10,2,True,90.0
256,11,2,True,90.0
256,12,2,True,90.0
257,5,2,True,90.0
257,6,2,True,90.0
257,7,3,True,160.0
257,8,3,True,160.0
257,9,3,True,160.0
260,5,1,True,40.0
260,6,1,True,40.0
260,7,1,True,40.0
262,5,1,True,40.0
262,6,1,True,40.0
262,7,1,True,40.0
262,8,1,True,40.0
262,9,1,True,40.0
262,10,1,True,40.0
262,11,1,True,40.0
262,12,1,True,40.0
265,5,1,True,40.0
265,6,1,True,40.0
265,7,1,True,40.0
265,8,1,True,40.0
265,9,1,True,40.0
265,10,1,True,40.0
265,11,1,True,40.0
265,12,1,True,40.0
274,5,1,True,40.0
274,6,1,True,40.0
274,7,1,True,40.0
274,8,1,True,40.0
274,9,1,True,40.0
274,10,1,True,40.0
274,11,1,True,40.0
275,5,1,True,40.0
278,5,1,True,40.0
278,6,2,False,0.0
278,7,2,True,90.0
278,8,2,True,90.0
278,9,2,True,90.0
278,10,2,True,90.0
278,11,2,True,90.0
278,12,2,True,90.0
291,5,1,True,40.0
291,6,1,True,40.0
291,7,1,True,40.0
291,8,1,True,40.0
291,9,1,True,40.0
291,10,1,True,40.0
291,11,1,True,40.0
291,12,1,True,40.0
293,5,1,True,40.0
293,6,1,True,40.0
293,7,2,False,0.0
293,8,2,False,0.0
293,9,2,False,0.0
293,10,2,True,90.0
293,11,2,False,0.0
293,12,2,True,90.0
295,5,1,True,40.0
295,6,1,True,40.0
295,7,1,True,40.0
295,8,1,True,40.0
295,9,1,True,40.0
295,10,1,True,40.0
295,11,1,True,40.0
295,12,1,True,40.0
296,5,1,True,40.0
296,6,1,False,0.0
296,7,1,False,0.0
296,8,1,True,40.0
296,9,1,False,0.0
296,10,1,True,40.0
296,11,1,True,40.0
296,12,1,True,40.0
297,5,1,True,40.0
297,6,1,True,40.0
297,7,1,True,40.0
297,8,1,True,40.0
297,9,1,True,40.0
297,10,1,True,40.0
297,11,1,True,40.0
297,12,1,True,40.0
298,5,1,False,0.0
298,6,1,True,40.0
298,7,1,False,0.0
298,8,1,True,40.0
298,9,1,False,0.0
298,10,1,False,0.0
298,11,1,False,0.0
298,12,1,True,40.0
299,5,1,True,40.0
299,6,1,True,40.0
299,7,2,True,90.0
299,8,2,False,0.0
299,9,2,True,90.0
299,10,2,False,0.0
299,11,2,True,90.0
299,12,2,True,90.0
300,5,1,True,40.0
300,6,1,True,40.0
300,7,1,True,40.0
300,8,1,True,40.0
300,9,1,True,40.0
300,10,1,True,40.0
300,11,1,True,40.0
300,12,1,True,40.0
301,5,2,True,90.0
301,6,2,True,90.0
301,7,2,True,90.0
301,8,2,True,90.0
301,9,2,True,90.0
301,10,2,True,90.0
301,11,2,True,90.0
301,12,2,True,90.0
303,5,1,True,40.0
303,6,1,True,40.0
303,7,1,True,40.0
303,8,1,True,40.0
303,9,1,True,40.0
303,10,1,True,40.0
303,11,1,True,40.0
303,12,1,True,40.0
304,5,2,True,90.0
304,6,2,True,90.0
304,7,2,True,90.0
304,8,2,True,90.0
304,9,2,True,90.0
304,10,2,True,90.0
304,11,2,True,90.0
304,12,2,True,90.0
305,5,2,False,0.0
305,6,2,True,90.0
305,7,2,True,90.0
305,8,2,True,90.0
305,9,2,True,90.0
305,10,2,False,0.0
305,11,2,True,90.0
305,12,2,True,90.0
308,5,1,True,40.0
308,6,1,True,40.0
308,7,1,True,40.0
308,8,1,True,40.0
308,9,1,True,40.0
308,10,1,True,40.0
308,11,1,True,40.0
308,12,1,True,40.0
320,5,1,True,40.0
320,6,1,True,40.0
320,7,1,True,40.0
320,8,1,True,40.0
320,9,1,True,40.0
320,10,1,True,40.0
320,11,1,True,40.0
320,12,1,True,40.0
321,5,1,True,40.0
321,6,1,True,40.0
321,7,1,True,40.0
321,8,1,True,40.0
321,9,1,True,40.0
321,10,1,True,40.0
321,11,1,True,40.0
321,12,1,True,40.0
325,5,1,True,40.0
325,6,1,True,40.0
325,7,1,True,40.0
325,8,1,True,40.0
325,9,1,True,40.0
326,5,1,True,40.0
326,6,1,True,40.0
326,7,2,False,0.0
326,8,2,False,0.0
326,9,2,True,90.0
326,10,2,True,90.0
326,11,2,True,90.0
327,5,1,True,40.0
327,6,1,True,40.0
327,7,1,True,40.0
327,8,1,True,40.0
327,9,1,True,40.0
327,10,1,True,40.0
327,11,1,True,40.0
327,12,1,True,40.0
328,5,1,True,40.0
328,6,1,True,40.0
331,5,1,True,40.0
331,6,1,True,40.0
331,7,1,True,40.0
333,5,1,False,0.0
333,6,1,True,40.0
333,7,1,True,40.0
333,8,1,True,40.0
333,9,1,True,40.0
333,10,1,True,40.0
333,11,1,True,40.0
333,12,1,True,40.0
334,5,1,True,40.0
334,6,1,True,40.0
334,7,1,True,40.0
334,8,1,True,40.0
334,9,1,True,40.0
334,10,1,True,40.0
334,11,1,True,40.0
334,12,1,True,40.0
336,5,1,True,40.0
336,6,1,True,40.0
336,7,1,True,40.0
336,8,1,True,40.0
336,9,1,True,40.0
336,10,1,True,40.0
336,11,1,True,40.0
336,12,1,True,40.0
338,5,2,True,90.0
338,6,2,True,90.0
338,7,2,True,90.0
338,8,2,True,90.0
338,9,2,True,90.0
338,10,2,True,90.0
338,11,2,True,90.0
338,12,2,True,90.0
340,5,1,True,40.0
340,6,1,True,40.0
340,7,1,True,40.0
340,8,1,True,40.0
340,9,1,True,40.0
340,10,1,True,40.0
340,11,1,True,40.0
340,12,1,True,40.0
342,5,1,True,40.0
342,6,1,True,40.0
342,7,1,True,40.0
342,8,1,True,40.0
342,9,1,False,0.0
342,10,1,True,40.0
342,11,1,True,40.0
342,12,1,True,40.0
343,5,1,True,40.0
343,6,1,True,40.0
345,5,1,True,40.0
345,6,1,True,40.0
345,7,1,True,40.0
345,8,1,True,40.0
345,9,1,True,40.0
345,10,1,True,40.0
345,11,1,True,40.0
345,12,1,True,40.0
346,5,2,True,90.0
346,6,2,True,90.0
346,7,2,True,90.0
346,8,2,True,90.0
346,9,2,True,90.0
346,10,2,True,90.0
346,11,2,True,90.0
346,12,2,True,90.0
347,5,1,True,40.0
347,6,1,True,40.0
347,7,1,True,40.0
347,8,1,True,40.0
347,9,1,True,40.0
347,10,1,True,40.0
347,11,1,True,40.0
347,12,1,True,40.0
349,5,1,True,40.0
349,6,2,False,0.0
349,7,2,True,90.0
349,8,2,True,90.0
349,9,2,True,90.0
349,10,2,True,90.0
349,11,2,True,90.0
349,12,2,True,90.0
351,5,1,True,40.0
351,6,1,True,40.0
351,7,1,True,40.0
351,8,1,True,40.0
351,9,1,True,40.0
351,10,1,True,40.0
351,11,1,True,40.0
351,12,1,True,40.0
353,5,1,True,40.0
353,6,1,True,40.0
353,7,2,False,0.0
353,8,2,True,90.0
353,9,2,False,0.0
353,10,2,False,0.0
353,11,2,False,0.0
353,12,2,False,0.0
354,5,1,True,40.0
354,6,1,True,40.0
354,7,1,True,40.0
354,8,1,True,40.0
354,9,1,True,40.0
354,10,1,True,40.0
354,11,1,True,40.0
354,12,1,True,40.0
356,5,1,True,40.0
356,6,1,True,40.0
356,7,1,True,40.0
356,8,1,True,40.0
356,9,1,True,40.0
356,10,1,True,40.0
356,11,1,True,40.0
356,12,1,True,40.0
357,5,1,True,40.0
357,6,1,True,40.0
357,7,1,True,40.0
357,8,1,True,40.0
357,9,1,True,40.0
357,10,1,True,40.0
357,11,1,True,40.0
357,12,1,True,40.0
358,5,1,True,40.0
358,6,1,True,40.0
358,7,1,True,40.0
358,8,1,True,40.0
358,9,1,True,40.0
358,10,1,True,40.0
358,11,1,True,40.0
358,12,1,True,40.0
360,5,1,True,40.0
360,6,1,True,40.0
360,7,1,True,40.0
360,8,1,True,40.0
360,9,1,True,40.0
360,10,1,False,0.0
360,11,1,False,0.0
360,12,1,False,0.0
361,5,1,True,40.0
361,6,2,True,90.0
361,7,2,True,90.0
361,8,2,True,90.0
361,9,2,True,90.0
361,10,2,True,90.0
361,11,2,False,0.0
361,12,2,True,90.0
365,5,2,True,90.0
365,6,2,True,90.0
365,7,2,True,90.0
365,8,2,True,90.0
365,9,2,True,90.0
365,10,2,True,90.0
365,11,2,True,90.0
365,12,2,True,90.0
367,5,1,False,0.0
367,6,1,True,40.0
367,7,1,True,40.0
367,8,1,True,40.0
367,9,1,True,40.0
367,10,1,True,40.0
367,11,1,True,40.0
367,12,1,True,40.0
368,5,1,True,40.0
368,6,1,True,40.0
368,7,1,True,40.0
368,8,1,True,40.0
368,9,1,True,40.0
368,10,1,True,40.0
368,11,1,True,40.0
368,12,1,True,40.0
370,5,1,True,40.0
370,6,1,True,40.0
370,7,1,True,40.0
370,8,1,True,40.0
370,9,1,True,40.0
